,Course Subject,Course Number,Course Name,Topic,URI
1923,CLAS,383,Intermediate Ancient Greek I: Prose,Herodotus,http://dbpedia.org/resource/Herodotus
1924,CLAS,383,Intermediate Ancient Greek I: Prose,Xenophon,http://dbpedia.org/resource/Xenophon
1925,CLAS,383,Intermediate Ancient Greek I: Prose,Plato,http://dbpedia.org/resource/Plato
1926,CLAS,383,Intermediate Ancient Greek I: Prose,Greek,http://dbpedia.org/resource/Ancient_Greek
1927,CLAS,384,Intermediate Ancient Greek II: Poetry,Ancient Greek,http://dbpedia.org/resource/Ancient_Greek
1928,CLAS,384,Intermediate Ancient Greek II: Poetry,Poetry,http://dbpedia.org/resource/Poetry
1929,CLAS,384,Intermediate Ancient Greek II: Poetry,Greek,http://dbpedia.org/resource/Ancient_Greek
1930,CLAS,384,Intermediate Ancient Greek II: Poetry,Homer,http://dbpedia.org/resource/Homer
1931,CLAS,384,Intermediate Ancient Greek II: Poetry,Euripides,http://dbpedia.org/resource/Euripides
1932,CLAS,391,Intermediate Latin I: Prose,Latin,http://dbpedia.org/resource/Latin
1933,CLAS,391,Intermediate Latin I: Prose,Caesar,http://dbpedia.org/resource/Julius_Caesar
1934,CLAS,391,Intermediate Latin I: Prose,Cornelius Nepos,http://dbpedia.org/resource/Cornelius_Nepos
1935,CLAS,391,Intermediate Latin I: Prose,Cicero,http://dbpedia.org/resource/Cicero
1936,CLAS,391,Intermediate Latin I: Prose,Pliny,http://dbpedia.org/resource/Pliny_the_Younger
1937,CLAS,392,Intermediate Latin II: Poetry,Latin,http://dbpedia.org/resource/Latin_poetry
1938,CLAS,392,Intermediate Latin II: Poetry,Poetry,http://dbpedia.org/resource/Poetry
1939,CLAS,392,Intermediate Latin II: Poetry,Catullus,http://dbpedia.org/resource/Catullus
1940,CLAS,392,Intermediate Latin II: Poetry,Ovid,http://dbpedia.org/resource/Ovid
1941,CLAS,392,Intermediate Latin II: Poetry,Petronius,http://dbpedia.org/resource/Petronius
1942,CLAS,201,Introductory Ancient Greek I,Ancient Greek,http://dbpedia.org/resource/Ancient_Greek
1943,CLAS,201,Introductory Ancient Greek I,ancient Greek grammar,http://dbpedia.org/resource/Ancient_Greek_grammar
1944,CLAS,201,Introductory Ancient Greek I,syntax,http://dbpedia.org/resource/Syntax
1945,CLAS,202,Introductory Ancient Greek II,Ancient Greek,http://dbpedia.org/resource/Ancient_Greek
1946,CLAS,202,Introductory Ancient Greek II,Greek,http://dbpedia.org/resource/Greek_language
1947,CLAS,202,Introductory Ancient Greek II,grammar,http://dbpedia.org/resource/Grammar
1948,CLAS,202,Introductory Ancient Greek II,syntax,http://dbpedia.org/resource/Syntax
1949,CLAS,280,Introductory Ancient Greek: Intensive Course,Ancient Greek,http://dbpedia.org/resource/Ancient_Greek
1950,CLAS,280,Introductory Ancient Greek: Intensive Course,Greek,http://dbpedia.org/resource/Greek_language
1951,CLAS,280,Introductory Ancient Greek: Intensive Course,grammar,http://dbpedia.org/resource/Grammar
1952,CLAS,280,Introductory Ancient Greek: Intensive Course,syntax,http://dbpedia.org/resource/Syntax
1953,CLAS,203,Introductory Latin I,Latin,http://dbpedia.org/resource/Latin
1954,CLAS,203,Introductory Latin I,Classical Latin,http://dbpedia.org/resource/Classical_Latin
1955,CLAS,203,Introductory Latin I,grammar,http://dbpedia.org/resource/Grammar
1956,CLAS,203,Introductory Latin I,syntax,http://dbpedia.org/resource/Syntax
1957,CLAS,204,Introductory Latin II,Latin,http://dbpedia.org/resource/Latin
1958,CLAS,204,Introductory Latin II,Classical Latin,http://dbpedia.org/resource/Classical_Latin
1959,CLAS,204,Introductory Latin II,grammar,http://dbpedia.org/resource/Grammar
1960,CLAS,204,Introductory Latin II,syntax,http://dbpedia.org/resource/Syntax
1961,CLAS,290,Introductory Latin: Intensive Course,Latin,http://dbpedia.org/resource/List_of_Latin_words_with_English_derivatives
1962,CLAS,290,Introductory Latin: Intensive Course,grammar,http://dbpedia.org/resource/Grammar
1963,CLAS,290,Introductory Latin: Intensive Course,syntax,http://dbpedia.org/resource/Syntax
1964,CLAS,322,Latin Literature of the Augustan Period,Latin,http://dbpedia.org/resource/Latin_poetry
1965,CLAS,322,Latin Literature of the Augustan Period,Augustan,http://dbpedia.org/resource/Augustan_poetry
1966,CLAS,322,Latin Literature of the Augustan Period,Golden Age,http://dbpedia.org/resource/Golden_Age
1967,CLAS,322,Latin Literature of the Augustan Period,Latin poetry,http://dbpedia.org/resource/Latin_literature
1968,CLAS,322,Latin Literature of the Augustan Period,Empire,http://dbpedia.org/resource/Roman_Empire
1969,CLAS,322,Latin Literature of the Augustan Period,Virgil,http://dbpedia.org/resource/Virgil
1970,CLAS,322,Latin Literature of the Augustan Period,Horace,http://dbpedia.org/resource/Horace
1971,CLAS,322,Latin Literature of the Augustan Period,Propertius,http://dbpedia.org/resource/Propertius
1972,CLAS,322,Latin Literature of the Augustan Period,Ovid,http://dbpedia.org/resource/Ovid
1973,CLAS,322,Latin Literature of the Augustan Period,English,http://dbpedia.org/resource/English_poetry
1974,CLAS,265,Mythologies of the Ancient Mediterranean,Mythologies,http://dbpedia.org/resource/Mythology
1975,CLAS,265,Mythologies of the Ancient Mediterranean,Mediterranean,http://dbpedia.org/resource/Mediterranean_Sea
1976,CLAS,265,Mythologies of the Ancient Mediterranean,Roman mythology,http://dbpedia.org/resource/Roman_mythology
1977,CLAS,265,Mythologies of the Ancient Mediterranean,Ancient Near East,http://dbpedia.org/resource/Ancient_Near_East
1978,CLAS,353,Representations of Women in Ancient Greece and Rome,Ancient Greece,http://dbpedia.org/resource/Ancient_Greece
1979,CLAS,353,Representations of Women in Ancient Greece and Rome,Rome,http://dbpedia.org/resource/Ancient_Rome
1980,CLAS,353,Representations of Women in Ancient Greece and Rome,ancient Greek,http://dbpedia.org/resource/Ancient_Greece
1981,CLAS,353,Representations of Women in Ancient Greece and Rome,Focus,http://dbpedia.org/resource/Ford_Focus
1982,CLAS,353,Representations of Women in Ancient Greece and Rome,antiquity,http://dbpedia.org/resource/Classical_antiquity
1983,CLAS,369,Roman Art and Archaeology,Roman civilization,http://dbpedia.org/resource/Ancient_Rome
1984,CLAS,369,Roman Art and Archaeology,Empire,http://dbpedia.org/resource/Roman_Empire
1985,CLAS,369,Roman Art and Archaeology,iconography,http://dbpedia.org/resource/Iconography
1986,CLAS,212,Roman Literature,Catullus,http://dbpedia.org/resource/Catullus
1987,CLAS,212,Roman Literature,Virgil,http://dbpedia.org/resource/Virgil
1988,CLAS,212,Roman Literature,Horace,http://dbpedia.org/resource/Horace
1989,CLAS,212,Roman Literature,Ovid,http://dbpedia.org/resource/Ovid
1990,CLAS,212,Roman Literature,Lucretius,http://dbpedia.org/resource/Lucretius
1991,CLAS,212,Roman Literature,English,http://dbpedia.org/resource/English_literature
1992,COEN,432,Applied Evolutionary and Learning Algorithms,Heuristic,http://dbpedia.org/resource/Heuristic
1993,COEN,432,Applied Evolutionary and Learning Algorithms,Genetic algorithms,http://dbpedia.org/resource/Genetic_algorithm
1994,COEN,432,Applied Evolutionary and Learning Algorithms,genetic programming,http://dbpedia.org/resource/Genetic_programming
1995,COEN,432,Applied Evolutionary and Learning Algorithms,evolutionary strategies,http://dbpedia.org/resource/Evolutionarily_stable_strategy
1996,COEN,432,Applied Evolutionary and Learning Algorithms,artificial life,http://dbpedia.org/resource/Artificial_life
1997,COEN,432,Applied Evolutionary and Learning Algorithms,swarm intelligence,http://dbpedia.org/resource/Swarm_intelligence
1998,COEN,432,Applied Evolutionary and Learning Algorithms,self-modifying,http://dbpedia.org/resource/Self-modifying_code
1999,COEN,432,Applied Evolutionary and Learning Algorithms,tabu search,http://dbpedia.org/resource/Tabu_search
2000,COEN,432,Applied Evolutionary and Learning Algorithms,simulated annealing,http://dbpedia.org/resource/Simulated_annealing
2001,COEN,432,Applied Evolutionary and Learning Algorithms,support vector machines,http://dbpedia.org/resource/Support_vector_machine
2002,COEN,432,Applied Evolutionary and Learning Algorithms,deep learning,http://dbpedia.org/resource/Deep_learning
2003,COEN,432,Applied Evolutionary and Learning Algorithms,biomedical engineering,http://dbpedia.org/resource/Biomedical_engineering
2004,COEN,433,Biological Computing and Synthetic Biology,Biological Computing,http://dbpedia.org/resource/Biological_computing
2005,COEN,433,Biological Computing and Synthetic Biology,Synthetic Biology,http://dbpedia.org/resource/Synthetic_biology
2006,COEN,433,Biological Computing and Synthetic Biology,biology,http://dbpedia.org/resource/Molecular_biology
2007,COEN,433,Biological Computing and Synthetic Biology,ethics,http://dbpedia.org/resource/Ethics
2008,COEN,433,Biological Computing and Synthetic Biology,metabolic engineering,http://dbpedia.org/resource/Metabolic_engineering
2009,COEN,433,Biological Computing and Synthetic Biology,E. coli,http://dbpedia.org/resource/Escherichia_coli
2010,COEN,433,Biological Computing and Synthetic Biology,bacteria,http://dbpedia.org/resource/Bacteria
2011,COEN,433,Biological Computing and Synthetic Biology,self-replicating,http://dbpedia.org/resource/Self-replication
2012,COEN,433,Biological Computing and Synthetic Biology,cellular membrane,http://dbpedia.org/resource/Cell_membrane
2013,COEN,433,Biological Computing and Synthetic Biology,RNA,http://dbpedia.org/resource/RNA
2014,COEN,433,Biological Computing and Synthetic Biology,protein synthesis,http://dbpedia.org/resource/Protein
2015,COEN,433,Biological Computing and Synthetic Biology,computer simulation,http://dbpedia.org/resource/Computer_simulation
2016,COEN,433,Biological Computing and Synthetic Biology,gene,http://dbpedia.org/resource/Gene
2017,COEN,490,Capstone Computer Engineering Design Project,Computer Engineering,http://dbpedia.org/resource/Computer_engineering
2018,COEN,490,Capstone Computer Engineering Design Project,electromagnetics,http://dbpedia.org/resource/Electromagnetism
2019,COEN,490,Capstone Computer Engineering Design Project,power electronics,http://dbpedia.org/resource/Power_electronics
2020,COEN,490,Capstone Computer Engineering Design Project,software design,http://dbpedia.org/resource/Software_engineering
2021,COEN,490,Capstone Computer Engineering Design Project,project management,http://dbpedia.org/resource/Project_management
2022,COEN,490,Capstone Computer Engineering Design Project,technical writing,http://dbpedia.org/resource/Technical_writing
2023,COEN,445,Communication Networks and Protocols,basics,http://dbpedia.org/resource/British_Association_for_Immediate_Care
2024,COEN,445,Communication Networks and Protocols,flow control,http://dbpedia.org/resource/Control_flow
2025,COEN,445,Communication Networks and Protocols,error detection,http://dbpedia.org/resource/Error_detection_and_correction
2026,COEN,445,Communication Networks and Protocols,error control,http://dbpedia.org/resource/Error_detection_and_correction
2027,COEN,445,Communication Networks and Protocols,OSI,http://dbpedia.org/resource/OSI_model
2028,COEN,445,Communication Networks and Protocols,TCP/IP,http://dbpedia.org/resource/Internet_protocol_suite
2029,COEN,316,Computer Architecture and Design,Computer Architecture,http://dbpedia.org/resource/Computer_architecture
2030,COEN,316,Computer Architecture and Design,computer,http://dbpedia.org/resource/Computer
2031,COEN,316,Computer Architecture and Design,Instruction set,http://dbpedia.org/resource/Instruction_set
2032,COEN,316,Computer Architecture and Design,High performance computing,http://dbpedia.org/resource/Supercomputer
2033,COEN,316,Computer Architecture and Design,pipelining,http://dbpedia.org/resource/Instruction_pipelining
2034,COEN,316,Computer Architecture and Design,superscalar,http://dbpedia.org/resource/Superscalar_processor
2035,COEN,316,Computer Architecture and Design,vector processing,http://dbpedia.org/resource/Vector_processor
2036,COEN,390,Computer Engineering Product Design Project,Computer Engineering,http://dbpedia.org/resource/Computer_engineering
2037,COEN,390,Computer Engineering Product Design Project,The Product,http://dbpedia.org/resource/The_Product_G&B
2038,COEN,390,Computer Engineering Product Design Project,project management,http://dbpedia.org/resource/Project_management
2039,COEN,390,Computer Engineering Product Design Project,technical writing,http://dbpedia.org/resource/Technical_writing
2040,COEN,311,Computer Organization and Software,arithmetic,http://dbpedia.org/resource/Arithmetic_logic_unit
2041,COEN,311,Computer Organization and Software,Floating-point,http://dbpedia.org/resource/Floating_point
2042,COEN,311,Computer Organization and Software,CPU,http://dbpedia.org/resource/Central_processing_unit
2043,COEN,311,Computer Organization and Software,memory,http://dbpedia.org/resource/Computer_memory
2044,COEN,311,Computer Organization and Software,I/O,http://dbpedia.org/resource/O
2045,COEN,311,Computer Organization and Software,computer,http://dbpedia.org/resource/Computer
2046,COEN,311,Computer Organization and Software,Case study,http://dbpedia.org/resource/Case_study
2047,COEN,311,Computer Organization and Software,microprocessor,http://dbpedia.org/resource/Microprocessor
2048,COEN,311,Computer Organization and Software,assembler,http://dbpedia.org/resource/Assembly_language
2049,COEN,311,Computer Organization and Software,instruction set,http://dbpedia.org/resource/Instruction_set
2050,COEN,311,Computer Organization and Software,macros,http://dbpedia.org/resource/Macro_instruction
2051,COEN,422,Cyber-Physical Systems,Cyber-Physical Systems,http://dbpedia.org/resource/Cyber-physical_system
2052,COEN,422,Cyber-Physical Systems,finite-state,http://dbpedia.org/resource/Finite-state_machine
2053,COEN,422,Cyber-Physical Systems,statecharts,http://dbpedia.org/resource/State_diagram
2054,COEN,422,Cyber-Physical Systems,petri nets,http://dbpedia.org/resource/Petri_net
2055,COEN,422,Cyber-Physical Systems,optimization,http://dbpedia.org/resource/Mathematical_optimization
2056,COEN,422,Cyber-Physical Systems,hybrid,http://dbpedia.org/resource/Hybrid_electric_vehicle
2057,COEN,422,Cyber-Physical Systems,simulation,http://dbpedia.org/resource/Computer_simulation
2058,COEN,352,Data Structures and Algorithms,Data Structures,http://dbpedia.org/resource/Data_structure
2059,COEN,352,Data Structures and Algorithms,mathematical induction,http://dbpedia.org/resource/Mathematical_induction
2060,COEN,352,Data Structures and Algorithms,program analysis,http://dbpedia.org/resource/Static_program_analysis
2061,COEN,352,Data Structures and Algorithms,algorithm,http://dbpedia.org/resource/Algorithm
2062,COEN,352,Data Structures and Algorithms,backtracking,http://dbpedia.org/resource/Backtracking
2063,COEN,352,Data Structures and Algorithms,heuristics,http://dbpedia.org/resource/Heuristic
2064,COEN,315,Digital Electronics,simulation,http://dbpedia.org/resource/Simulation
2065,COEN,315,Digital Electronics,digital circuit,http://dbpedia.org/resource/Digital_electronics
2066,COEN,315,Digital Electronics,CMOS,http://dbpedia.org/resource/CMOS
2067,COEN,315,Digital Electronics,BiCMOS,http://dbpedia.org/resource/BiCMOS
2068,COEN,315,Digital Electronics,ECL,http://dbpedia.org/resource/Emitter-coupled_logic
2069,COEN,315,Digital Electronics,digital,http://dbpedia.org/resource/Digital_electronics
2070,COEN,315,Digital Electronics,sequential circuit,http://dbpedia.org/resource/Sequential_logic
2071,COEN,315,Digital Electronics,logic,http://dbpedia.org/resource/Logic_gate
2072,COEN,315,Digital Electronics,flip-flops,http://dbpedia.org/resource/Flip-flops
2073,COEN,315,Digital Electronics,Performance analysis,http://dbpedia.org/resource/Profiling_(computer_programming)
2074,COEN,315,Digital Electronics,immunity,http://dbpedia.org/resource/Immune_system
2075,COEN,315,Digital Electronics,fan-out,http://dbpedia.org/resource/Fan-out
2076,COEN,212,Digital Systems Design I,Boolean algebra,http://dbpedia.org/resource/Boolean_algebra
2077,COEN,212,Digital Systems Design I,Logic gates,http://dbpedia.org/resource/Logic_gate
2078,COEN,212,Digital Systems Design I,logic,http://dbpedia.org/resource/Logic_gate
2079,COEN,212,Digital Systems Design I,MSI,http://dbpedia.org/resource/Integrated_circuit
2080,COEN,212,Digital Systems Design I,LSI,http://dbpedia.org/resource/Integrated_circuit
2081,COEN,212,Digital Systems Design I,sequential circuits,http://dbpedia.org/resource/Sequential_Circuits
2082,COEN,212,Digital Systems Design I,flip-flops,http://dbpedia.org/resource/Flip-flops
2083,COEN,313,Digital Systems Design II,logic optimization,http://dbpedia.org/resource/Logic_optimization
2084,COEN,313,Digital Systems Design II,Hardware description languages,http://dbpedia.org/resource/Hardware_description_language
2085,COEN,313,Digital Systems Design II,VHDL,http://dbpedia.org/resource/VHDL
2086,COEN,313,Digital Systems Design II,simulation,http://dbpedia.org/resource/Simulation
2087,COEN,313,Digital Systems Design II,clock skew,http://dbpedia.org/resource/Clock_skew
2088,COEN,313,Digital Systems Design II,Metastability,http://dbpedia.org/resource/Metastability
2089,COEN,313,Digital Systems Design II,optimization,http://dbpedia.org/resource/Program_optimization
2090,COEN,313,Digital Systems Design II,logic,http://dbpedia.org/resource/Logic_gate
2091,COEN,421,Embedded Systems Design,Embedded Systems,http://dbpedia.org/resource/Embedded_system
2092,COEN,421,Embedded Systems Design,cyber-physical systems,http://dbpedia.org/resource/Cyber-physical_system
2093,COEN,421,Embedded Systems Design,memory,http://dbpedia.org/resource/Computer_memory
2094,COEN,421,Embedded Systems Design,fixed point,http://dbpedia.org/resource/Fixed-point_arithmetic
2095,COEN,421,Embedded Systems Design,low-power,http://dbpedia.org/resource/Low-power_electronics
2096,COEN,421,Embedded Systems Design,embedded system,http://dbpedia.org/resource/Embedded_system
2097,COEN,413,Hardware Functional Verification,functional verification,http://dbpedia.org/resource/Functional_verification
2098,COEN,413,Hardware Functional Verification,simulation,http://dbpedia.org/resource/Electronic_circuit_simulation
2099,COEN,413,Hardware Functional Verification,formal verification,http://dbpedia.org/resource/Formal_verification
2100,COEN,446,Internet of Things,Internet,http://dbpedia.org/resource/Internet
2101,COEN,446,Internet of Things,IoT,http://dbpedia.org/resource/Internet_of_things
2102,COEN,446,Internet of Things,smart cities,http://dbpedia.org/resource/Smart_city
2103,COEN,446,Internet of Things,wireless sensor networks,http://dbpedia.org/resource/Wireless_sensor_network
2104,COEN,446,Internet of Things,WSN,http://dbpedia.org/resource/Wireless_sensor_network
2105,COEN,446,Internet of Things,RPL,http://dbpedia.org/resource/Russian_Premier_League
2106,COEN,446,Internet of Things,telemetry,http://dbpedia.org/resource/Telemetry
2107,COEN,446,Internet of Things,MQTT,http://dbpedia.org/resource/MQTT
2108,COEN,446,Internet of Things,efficient XML interchange,http://dbpedia.org/resource/Efficient_XML_Interchange
2109,COEN,446,Internet of Things,EXI,http://dbpedia.org/resource/Efficient_XML_Interchange
2110,COEN,446,Internet of Things,Protocol stack,http://dbpedia.org/resource/Protocol_stack
2111,COEN,446,Internet of Things,stack,http://dbpedia.org/resource/Protocol_stack
2112,COEN,231,Introduction to Discrete Mathematics,Discrete Mathematics,http://dbpedia.org/resource/Discrete_mathematics
2113,COEN,231,Introduction to Discrete Mathematics,logic,http://dbpedia.org/resource/Mathematical_logic
2114,COEN,231,Introduction to Discrete Mathematics,truth tables,http://dbpedia.org/resource/Truth_table
2115,COEN,231,Introduction to Discrete Mathematics,logical equivalence,http://dbpedia.org/resource/Logical_equivalence
2116,COEN,231,Introduction to Discrete Mathematics,logical implication,http://dbpedia.org/resource/Logical_consequence
2117,COEN,231,Introduction to Discrete Mathematics,inference,http://dbpedia.org/resource/Inference
2118,COEN,231,Introduction to Discrete Mathematics,set theory,http://dbpedia.org/resource/Set_theory
2119,COEN,231,Introduction to Discrete Mathematics,Boolean algebra,http://dbpedia.org/resource/Boolean_algebra
2120,COEN,231,Introduction to Discrete Mathematics,set theoretic,http://dbpedia.org/resource/Set_theory
2121,COEN,231,Introduction to Discrete Mathematics,arithmetic,http://dbpedia.org/resource/Arithmetic
2122,COEN,231,Introduction to Discrete Mathematics,division algorithm,http://dbpedia.org/resource/Division_algorithm
2123,COEN,231,Introduction to Discrete Mathematics,recursion,http://dbpedia.org/resource/Recursion
2124,COEN,231,Introduction to Discrete Mathematics,natural numbers,http://dbpedia.org/resource/Natural_number
2125,COEN,231,Introduction to Discrete Mathematics,function composition,http://dbpedia.org/resource/Function_composition
2126,COEN,231,Introduction to Discrete Mathematics,graph theory,http://dbpedia.org/resource/Graph_theory
2127,COEN,231,Introduction to Discrete Mathematics,reachability,http://dbpedia.org/resource/Reachability
2128,COEN,231,Introduction to Discrete Mathematics,matrix,http://dbpedia.org/resource/Positive-definite_matrix
2129,COEN,231,Introduction to Discrete Mathematics,Finite-state machines,http://dbpedia.org/resource/Finite-state_machine
2130,COEN,231,Introduction to Discrete Mathematics,deterministic,http://dbpedia.org/resource/Deterministic_finite_automaton
2131,COEN,231,Introduction to Discrete Mathematics,nondeterministic,http://dbpedia.org/resource/Nondeterministic_algorithm
2132,COEN,320,Introduction to Real-Time Systems,RTOS,http://dbpedia.org/resource/Real-time_operating_system
2133,COEN,320,Introduction to Real-Time Systems,interprocess communication,http://dbpedia.org/resource/Inter-process_communication
2134,COEN,320,Introduction to Real-Time Systems,synchronization,http://dbpedia.org/resource/Synchronization
2135,COEN,320,Introduction to Real-Time Systems,memory management,http://dbpedia.org/resource/Memory_management
2136,COEN,320,Introduction to Real-Time Systems,interrupt,http://dbpedia.org/resource/Interrupt
2137,COEN,320,Introduction to Real-Time Systems,exception handling,http://dbpedia.org/resource/Exception_handling
2138,COEN,320,Introduction to Real-Time Systems,Concurrent programming languages,http://dbpedia.org/resource/Concurrent_computing
2139,COEN,320,Introduction to Real-Time Systems,POSIX threads,http://dbpedia.org/resource/POSIX_Threads
2140,COEN,320,Introduction to Real-Time Systems,semaphores,http://dbpedia.org/resource/Flag_semaphore
2141,COEN,320,Introduction to Real-Time Systems,uniprocessor,http://dbpedia.org/resource/Uniprocessor_system
2142,COEN,320,Introduction to Real-Time Systems,algorithm,http://dbpedia.org/resource/Algorithm
2143,COEN,320,Introduction to Real-Time Systems,specification,http://dbpedia.org/resource/Specification_language
2144,COEN,320,Introduction to Real-Time Systems,Dataflow,http://dbpedia.org/resource/Dataflow_programming
2145,COEN,320,Introduction to Real-Time Systems,Petri nets,http://dbpedia.org/resource/Petri_net
2146,COEN,320,Introduction to Real-Time Systems,fault-tolerance,http://dbpedia.org/resource/Fault_tolerance
2147,COEN,320,Introduction to Real-Time Systems,QNX,http://dbpedia.org/resource/QNX
2148,COEN,320,Introduction to Real-Time Systems,VxWorks,http://dbpedia.org/resource/VxWorks
2149,COEN,434,Microfluidic Devices for Synthetic Biology,Microfluidic,http://dbpedia.org/resource/Microfluidics
2150,COEN,434,Microfluidic Devices for Synthetic Biology,Synthetic Biology,http://dbpedia.org/resource/Synthetic_biology
2151,COEN,434,Microfluidic Devices for Synthetic Biology,automation,http://dbpedia.org/resource/Automation
2152,COEN,434,Microfluidic Devices for Synthetic Biology,microfluidics,http://dbpedia.org/resource/Microfluidics
2153,COEN,434,Microfluidic Devices for Synthetic Biology,biology,http://dbpedia.org/resource/Biology
2154,COEN,434,Microfluidic Devices for Synthetic Biology,DNA,http://dbpedia.org/resource/DNA
2155,COEN,317,Microprocessor Systems,Microprocessor,http://dbpedia.org/resource/Microprocessor
2156,COEN,317,Microprocessor Systems,memory,http://dbpedia.org/resource/Computer_data_storage
2157,COEN,317,Microprocessor Systems,Interfacing,http://dbpedia.org/resource/Interfacing
2158,COEN,317,Microprocessor Systems,analog,http://dbpedia.org/resource/Analog_signal
2159,COEN,317,Microprocessor Systems,secure Digital Card,http://dbpedia.org/resource/Secure_Digital
2160,COEN,317,Microprocessor Systems,interrupt,http://dbpedia.org/resource/Interrupt
2161,COEN,317,Microprocessor Systems,DMA,http://dbpedia.org/resource/Direct_memory_access
2162,COEN,346,Operating Systems,evolution,http://dbpedia.org/resource/Evolution
2163,COEN,346,Operating Systems,OS,http://dbpedia.org/resource/Operating_system
2164,COEN,346,Operating Systems,Multi-tasking,http://dbpedia.org/resource/Computer_multitasking
2165,COEN,346,Operating Systems,concurrency,http://dbpedia.org/resource/Concurrent_computing
2166,COEN,346,Operating Systems,synchronization,http://dbpedia.org/resource/Synchronization
2167,COEN,346,Operating Systems,IPC,http://dbpedia.org/resource/Inter-process_communication
2168,COEN,346,Operating Systems,multi-threaded,http://dbpedia.org/resource/Thread_(computing)
2169,COEN,346,Operating Systems,I/O,http://dbpedia.org/resource/O
2170,COEN,346,Operating Systems,client/server,http://dbpedia.org/resource/Client–server_model
2171,COEN,346,Operating Systems,real time operating systems,http://dbpedia.org/resource/Real-time_operating_system
2172,COEN,243,Programming Methodology I,computer hardware,http://dbpedia.org/resource/Computer_hardware
2173,COEN,243,Programming Methodology I,procedural programming,http://dbpedia.org/resource/Procedural_programming
2174,COEN,243,Programming Methodology I,arithmetic,http://dbpedia.org/resource/Floating_point
2175,COEN,243,Programming Methodology I,flow control,http://dbpedia.org/resource/Control_flow
2176,COEN,243,Programming Methodology I,recursive functions,http://dbpedia.org/resource/Recursion
2177,COEN,243,Programming Methodology I,function pointer,http://dbpedia.org/resource/Function_pointer
2178,COEN,243,Programming Methodology I,expression,http://dbpedia.org/resource/Gene_expression
2179,COEN,244,Programming Methodology II,computer programming,http://dbpedia.org/resource/Computer_programming
2180,COEN,244,Programming Methodology II,object-oriented programming,http://dbpedia.org/resource/Object-oriented_programming
2181,COEN,244,Programming Methodology II,operator overloading,http://dbpedia.org/resource/Operator_overloading
2182,COEN,244,Programming Methodology II,stream processing,http://dbpedia.org/resource/Stream_processing
2183,COEN,244,Programming Methodology II,polymorphism,http://dbpedia.org/resource/Polymorphic_code
2184,COEN,244,Programming Methodology II,dynamic binding,http://dbpedia.org/resource/Dynamic_dispatch
2185,COEN,244,Programming Methodology II,object-oriented,http://dbpedia.org/resource/Object-oriented_programming
2186,COEN,424,Programming on the Cloud,cloud computing,http://dbpedia.org/resource/Cloud_computing
2187,COEN,424,Programming on the Cloud,virtualization,http://dbpedia.org/resource/Virtualization
2188,COEN,424,Programming on the Cloud,CAP theorem,http://dbpedia.org/resource/CAP_theorem
2189,COEN,424,Programming on the Cloud,REST API,http://dbpedia.org/resource/Representational_state_transfer
2190,COEN,424,Programming on the Cloud,Map reduce,http://dbpedia.org/resource/MapReduce
2191,COEN,424,Programming on the Cloud,computer,http://dbpedia.org/resource/Computer_network
2192,COEN,345,Software Testing and Validation,acceptance testing,http://dbpedia.org/resource/Acceptance_testing
2193,COEN,345,Software Testing and Validation,integration testing,http://dbpedia.org/resource/Integration_testing
2194,COEN,345,Software Testing and Validation,Performance testing,http://dbpedia.org/resource/Software_performance_testing
2195,COEN,345,Software Testing and Validation,formal methods,http://dbpedia.org/resource/Formal_methods
2196,COEN,345,Software Testing and Validation,Causality,http://dbpedia.org/resource/Causality
2197,COEN,345,Software Testing and Validation,quality management,http://dbpedia.org/resource/Quality_management
2198,COEN,447,Software-Defined Networking,network function virtualization,http://dbpedia.org/resource/Network_function_virtualization
2199,COEN,447,Software-Defined Networking,P4,http://dbpedia.org/resource/Pentium_4
2200,COEN,498,Topics in Computer Engineering,Computer Engineering,http://dbpedia.org/resource/Computer_engineering
2201,COEN,498,Topics in Computer Engineering,computer science,http://dbpedia.org/resource/Computer_science
2202,COEN,451,VLSI Circuit Design,VLSI Circuit,http://dbpedia.org/resource/Very-large-scale_integration
2203,COEN,451,VLSI Circuit Design,Large Scale Integration,http://dbpedia.org/resource/Integrated_circuit
2204,COEN,451,VLSI Circuit Design,VLSI,http://dbpedia.org/resource/Very-large-scale_integration
2205,COEN,451,VLSI Circuit Design,MOS,http://dbpedia.org/resource/MOSFET
2206,COEN,451,VLSI Circuit Design,digital,http://dbpedia.org/resource/Digital_electronics
2207,COEN,451,VLSI Circuit Design,CMOS,http://dbpedia.org/resource/CMOS
2208,COEN,451,VLSI Circuit Design,CAD,http://dbpedia.org/resource/Computer-aided_design
2209,COEN,451,VLSI Circuit Design,parasitic,http://dbpedia.org/resource/Parasitism
2210,COEN,451,VLSI Circuit Design,logic,http://dbpedia.org/resource/Logic_gate
2211,COEN,451,VLSI Circuit Design,I/O,http://dbpedia.org/resource/O
2212,COEN,451,VLSI Circuit Design,Circuit design,http://dbpedia.org/resource/Circuit_design
2213,COMM,220,Analysis of Markets,international,http://dbpedia.org/resource/International_law
2214,COMM,220,Analysis of Markets,inflation,http://dbpedia.org/resource/Inflation
2215,COMM,205,Business Communication,communication,http://dbpedia.org/resource/Communication
2216,COMM,205,Business Communication,business communication,http://dbpedia.org/resource/Business_communication
2217,COMM,215,Business Statistics,descriptive statistics,http://dbpedia.org/resource/Descriptive_statistics
