,Course Subject,Course Number,Topic,URI
3896,CHEM,631,biochemistry,http://dbpedia.org/resource/Biochemistry
3897,CHEM,631,molecular mechanics,http://dbpedia.org/resource/Molecular_mechanics
3898,CHEM,631,electronic structure,http://dbpedia.org/resource/Electronic_structure
3899,CHEM,631,quantum chemistry,http://dbpedia.org/resource/Quantum_chemistry
3900,CHEM,631,molecular dynamics,http://dbpedia.org/resource/Molecular_dynamics
3901,CHEM,631,drug design,http://dbpedia.org/resource/Drug_design
3902,CHEM,631,DNA,http://dbpedia.org/resource/DNA
3903,CHEM,631,computer,http://dbpedia.org/resource/Computer_science
3904,CHEM,632,Thermodynamics,http://dbpedia.org/resource/Thermodynamics
3905,CHEM,632,classical,http://dbpedia.org/resource/Classical_physics
3906,CHEM,632,equilibrium,http://dbpedia.org/resource/Thermodynamic_equilibrium
3907,CHEM,632,statistical thermodynamics,http://dbpedia.org/resource/Statistical_mechanics
3908,CHEM,632,Boltzmann distribution,http://dbpedia.org/resource/Boltzmann_distribution
3909,CHEM,632,entropy,http://dbpedia.org/resource/Entropy
3910,CHEM,632,partition function,http://dbpedia.org/resource/Partition_function_(statistical_mechanics)
3911,CHEM,632,Sackur-Tetrode,http://dbpedia.org/resource/Sackur–Tetrode_equation
3912,CHEM,632,non-equilibrium thermodynamics,http://dbpedia.org/resource/Non-equilibrium_thermodynamics
3913,CHEM,632,heat transfer,http://dbpedia.org/resource/Heat_transfer
3914,CHEM,632,flux,http://dbpedia.org/resource/Flux
3915,CHEM,632,Onsager reciprocal relations,http://dbpedia.org/resource/Onsager_reciprocal_relations
3916,CHEM,632,open systems,http://dbpedia.org/resource/Thermodynamic_system
3917,CHEM,633,Quantum Mechanics,http://dbpedia.org/resource/Quantum_mechanics
3918,CHEM,633,Chemistry,http://dbpedia.org/resource/Chemistry
3919,CHEM,633,basic quantum mechanics,http://dbpedia.org/resource/Introduction_to_quantum_mechanics
3920,CHEM,633,Schroedinger,http://dbpedia.org/resource/Erwin_Schrödinger
3921,CHEM,633,Heisenberg,http://dbpedia.org/resource/Heisenberg_picture
3922,CHEM,633,electronic structure,http://dbpedia.org/resource/Electronic_structure
3923,CHEM,633,symmetry,http://dbpedia.org/resource/Symmetry
3924,CHEM,633,group theory,http://dbpedia.org/resource/Group_theory
3925,CHEM,633,quantum,http://dbpedia.org/resource/Quantum_mechanics
3926,CHEM,633,scattering,http://dbpedia.org/resource/Scattering
3927,CHEM,633,path integral formalism,http://dbpedia.org/resource/Path_integral_formulation
3928,CHEM,633,chemical reaction,http://dbpedia.org/resource/Chemical_equilibrium
3929,CHEM,633,spectroscopy,http://dbpedia.org/resource/Spectroscopy
3930,CHEM,633,wave packet,http://dbpedia.org/resource/Wave_packet
3931,CHEM,633,correlation functions,http://dbpedia.org/resource/Correlation_function
3932,CHEM,635,physical chemistry,http://dbpedia.org/resource/Physical_chemistry
3933,CHEM,635,surfactant,http://dbpedia.org/resource/Surfactant
3934,CHEM,635,self-assembly,http://dbpedia.org/resource/Self-assembly
3935,CHEM,635,Langmuir,http://dbpedia.org/resource/Langmuir_adsorption_model
3936,CHEM,635,micelle,http://dbpedia.org/resource/Micelle
3937,CHEM,635,liquid crystals,http://dbpedia.org/resource/Liquid_crystal
3938,CHEM,635,polymer,http://dbpedia.org/resource/Polymer
3939,CHEM,638,Physics,http://dbpedia.org/resource/Physics
3940,CHEM,638,Chemistry,http://dbpedia.org/resource/Chemistry
3941,CHEM,638,electrical conductivity,http://dbpedia.org/resource/Electrical_resistivity_and_conductivity
3942,CHEM,638,chemical bonding,http://dbpedia.org/resource/Chemical_bond
3943,CHEM,638,solid-state,http://dbpedia.org/resource/Solid-state_physics
3944,CHEM,638,band theory,http://dbpedia.org/resource/Electronic_band_structure
3945,CHEM,638,charge-transfer complexes,http://dbpedia.org/resource/Charge-transfer_complex
3946,CHEM,640,Inorganic Chemistry,http://dbpedia.org/resource/Inorganic_chemistry
3947,CHEM,643,Chemistry,http://dbpedia.org/resource/Chemistry
3948,CHEM,643,organometallic,http://dbpedia.org/resource/Organometallic_chemistry
3949,CHEM,643,catalysis,http://dbpedia.org/resource/Catalysis
3950,CHEM,643,organic chemistry,http://dbpedia.org/resource/Organic_chemistry
3951,CHEM,644,Chemistry,http://dbpedia.org/resource/Chemistry
3952,CHEM,644,physical chemistry,http://dbpedia.org/resource/Physical_chemistry
3953,CHEM,644,laser,http://dbpedia.org/resource/Laser
3954,CHEM,644,microwave,http://dbpedia.org/resource/Rotational_spectroscopy
3955,CHEM,644,FT-IR,http://dbpedia.org/resource/Fourier-transform_infrared_spectroscopy
3956,CHEM,644,electron spin resonance,http://dbpedia.org/resource/Electron_paramagnetic_resonance
3957,CHEM,644,nuclear magnetic resonance,http://dbpedia.org/resource/Nuclear_magnetic_resonance
3958,CHEM,644,x-ray,http://dbpedia.org/resource/X-ray
3959,CHEM,644,photoelectron,http://dbpedia.org/resource/Photoemission_spectroscopy
3960,CHEM,644,x-ray diffraction,http://dbpedia.org/resource/X-ray_crystallography
3961,CHEM,644,fluorescence,http://dbpedia.org/resource/Spectroscopy
3962,CHEM,644,gamma-ray,http://dbpedia.org/resource/Gamma_ray
3963,CHEM,644,spectroscopic analysis,http://dbpedia.org/resource/Spectroscopy
3964,CHEM,644,scanning probe microscopy,http://dbpedia.org/resource/Scanning_probe_microscopy
3965,CHEM,644,mass spectrometry,http://dbpedia.org/resource/Mass_spectrometry
3966,CHEM,645,Chemistry,http://dbpedia.org/resource/Chemistry
3967,CHEM,645,zinc,http://dbpedia.org/resource/Zinc
3968,CHEM,645,oxygen,http://dbpedia.org/resource/Oxygen
3969,CHEM,645,electron transfer,http://dbpedia.org/resource/Electron_transfer
3970,CHEM,645,nitrogen fixation,http://dbpedia.org/resource/Nitrogen_fixation
3971,CHEM,645,metalloenzymes,http://dbpedia.org/resource/Metalloprotein
3972,CHEM,646,Catalysis,http://dbpedia.org/resource/Catalysis
3973,CHEM,646,heterogenous catalysis,http://dbpedia.org/resource/Heterogeneous_catalysis
3974,CHEM,646,petroleum,http://dbpedia.org/resource/Petroleum
3975,CHEM,646,natural gas,http://dbpedia.org/resource/Natural_gas
3976,CHEM,646,coal,http://dbpedia.org/resource/Coal
3977,CHEM,646,thermoplastics,http://dbpedia.org/resource/Thermoplastic
3978,CHEM,650,Chemistry,http://dbpedia.org/resource/Chemistry
3979,CHEM,651,nanoscale,http://dbpedia.org/resource/Nanoscopic_scale
3980,CHEM,651,inorganic,http://dbpedia.org/resource/Inorganic_compound
3981,CHEM,651,biomaterials,http://dbpedia.org/resource/Biomaterial
3982,CHEM,651,Nanometer,http://dbpedia.org/resource/Nanometre
3983,CHEM,651,lithographic,http://dbpedia.org/resource/Photolithography
3984,CHEM,651,self-assembly,http://dbpedia.org/resource/Self-assembly
3985,CHEM,651,atomic force microscopy,http://dbpedia.org/resource/Atomic-force_microscopy
3986,CHEM,651,electron microscopy,http://dbpedia.org/resource/Transmission_electron_microscopy
3987,CHEM,651,molecule,http://dbpedia.org/resource/Molecule
3988,CHEM,651,photonics,http://dbpedia.org/resource/Photonics
3989,CHEM,651,biodetection,http://dbpedia.org/resource/Biosensor
3990,CHEM,651,micro,http://dbpedia.org/resource/Microscopic_scale
3991,CHEM,651,nanoelectronics,http://dbpedia.org/resource/Nanoelectronics
3992,CHEM,651,nanomachines,http://dbpedia.org/resource/Nanotechnology
3993,CHEM,651,nanoscience,http://dbpedia.org/resource/Nanotechnology
3994,CHEM,658,Biogeochemistry,http://dbpedia.org/resource/Biogeochemistry
3995,CHEM,658,Chemical equilibrium,http://dbpedia.org/resource/Chemical_equilibrium
3996,CHEM,658,water pollution,http://dbpedia.org/resource/Water_pollution
3997,CHEM,658,chemistry,http://dbpedia.org/resource/Chemistry
3998,CHEM,658,chemical oceanography,http://dbpedia.org/resource/Chemical_oceanography
3999,CHEM,676,current literature,http://dbpedia.org/resource/Current_Literature
4000,CHEM,676,metabolite,http://dbpedia.org/resource/Metabolomics
4001,CHEM,676,ion,http://dbpedia.org/resource/Ion
4002,CHEM,691,Magnetic Resonance Spectroscopy,http://dbpedia.org/resource/In_vivo_magnetic_resonance_spectroscopy
4003,CHEM,691,magnetic,http://dbpedia.org/resource/Magnetism
4004,CHEM,691,resonance,http://dbpedia.org/resource/Nuclear_magnetic_resonance
4005,CHEM,691,NMR,http://dbpedia.org/resource/Nuclear_magnetic_resonance_spectroscopy_of_proteins
4006,CHEM,691,electron spin resonance,http://dbpedia.org/resource/Electron_paramagnetic_resonance
4007,CHEM,691,ESR,http://dbpedia.org/resource/Electron_paramagnetic_resonance
4008,CHEM,691,Spin,http://dbpedia.org/resource/Spin_group
4009,CHEM,691,Fourier transform,http://dbpedia.org/resource/Fourier_transform
4010,CHEM,692,Chemistry,http://dbpedia.org/resource/Chemistry
4011,CHEM,692,circular dichroism,http://dbpedia.org/resource/Circular_dichroism
4012,CHEM,692,spectroscopy,http://dbpedia.org/resource/Spectroscopy
4013,CHEM,692,fluorescence,http://dbpedia.org/resource/Fluorescence_spectroscopy
4014,CHEM,692,Vis,http://dbpedia.org/resource/Willem_C._Vis_Moot
4015,CHEM,692,Fourier transform infrared spectroscopy,http://dbpedia.org/resource/Infrared_spectroscopy
4016,CHEM,692,isothermal,http://dbpedia.org/resource/Contour_line
4017,CHEM,692,titration,http://dbpedia.org/resource/Titration
4018,CHEM,692,analytical ultracentrifugation,http://dbpedia.org/resource/Ultracentrifuge
4019,CHEM,692,protein crystallization,http://dbpedia.org/resource/Protein_crystallization
4020,CHEM,692,X-ray crystallography,http://dbpedia.org/resource/X-ray_crystallography
4021,CHEM,692,protein structure,http://dbpedia.org/resource/Protein_structure
4022,CHEM,692,data analysis,http://dbpedia.org/resource/Data_analysis
4023,CHEM,692,protein,http://dbpedia.org/resource/Protein
4024,CHEM,621,Organic Chemistry,http://dbpedia.org/resource/Organic_chemistry
4025,CHEM,621,organic reaction,http://dbpedia.org/resource/Organic_reaction
4026,CHEM,621,acid-base catalysis,http://dbpedia.org/resource/Acid_catalysis
4027,CHEM,621,catalysis,http://dbpedia.org/resource/Enzyme_catalysis
4028,CHEM,621,isotope,http://dbpedia.org/resource/Isotope
4029,CHEM,621,free energy,http://dbpedia.org/resource/Gibbs_free_energy
4030,CHEM,666,MSc,http://dbpedia.org/resource/Master_of_Science
4031,SPAN,603,Pedagogy,http://dbpedia.org/resource/Pedagogy
4032,SPAN,603,Spanish,http://dbpedia.org/resource/Spanish_language
4033,SPAN,603,Spanish language,http://dbpedia.org/resource/Spanish_language
4034,SPAN,621,Applied Linguistics,http://dbpedia.org/resource/Applied_linguistics
4035,SPAN,621,Pedagogy,http://dbpedia.org/resource/Pedagogy
4036,SPAN,621,Spanish,http://dbpedia.org/resource/Spanish_language
4037,SPAN,621,learning theories,http://dbpedia.org/resource/Learning_theory_(education)
4038,SPAN,621,interlanguage,http://dbpedia.org/resource/Interlanguage
4039,SPAN,621,phonology,http://dbpedia.org/resource/Phonology
4040,SPAN,621,phonetics,http://dbpedia.org/resource/Phonetics
4041,SPAN,621,grammar,http://dbpedia.org/resource/Grammar
4042,SPAN,621,vocabulary acquisition,http://dbpedia.org/resource/Language_acquisition
4043,SPAN,622,Applied Linguistics,http://dbpedia.org/resource/Applied_linguistics
4044,SPAN,622,Pedagogy,http://dbpedia.org/resource/Pedagogy
4045,SPAN,622,Spanish,http://dbpedia.org/resource/Spanish_language
4046,SPAN,622,learning theories,http://dbpedia.org/resource/Learning_theory_(education)
4047,SPAN,622,interlanguage,http://dbpedia.org/resource/Interlanguage
4048,SPAN,622,phonology,http://dbpedia.org/resource/Phonology
4049,SPAN,622,phonetics,http://dbpedia.org/resource/Phonetics
4050,SPAN,622,grammar,http://dbpedia.org/resource/Grammar
4051,SPAN,622,vocabulary acquisition,http://dbpedia.org/resource/Language_acquisition
4052,SPAN,623,Applied Linguistics,http://dbpedia.org/resource/Applied_linguistics
4053,SPAN,623,Pedagogy,http://dbpedia.org/resource/Pedagogy
4054,SPAN,623,Spanish,http://dbpedia.org/resource/Spanish_language
4055,SPAN,623,learning theories,http://dbpedia.org/resource/Learning_theory_(education)
4056,SPAN,623,interlanguage,http://dbpedia.org/resource/Interlanguage
4057,SPAN,623,phonology,http://dbpedia.org/resource/Phonology
4058,SPAN,623,phonetics,http://dbpedia.org/resource/Phonetics
4059,SPAN,623,grammar,http://dbpedia.org/resource/Grammar
4060,SPAN,623,vocabulary acquisition,http://dbpedia.org/resource/Language_acquisition
4061,SPAN,624,Applied Linguistics,http://dbpedia.org/resource/Applied_linguistics
4062,SPAN,624,Pedagogy,http://dbpedia.org/resource/Pedagogy
4063,SPAN,624,Spanish,http://dbpedia.org/resource/Spanish_language
4064,SPAN,624,learning theories,http://dbpedia.org/resource/Learning_theory_(education)
4065,SPAN,624,interlanguage,http://dbpedia.org/resource/Interlanguage
4066,SPAN,624,phonology,http://dbpedia.org/resource/Phonology
4067,SPAN,624,phonetics,http://dbpedia.org/resource/Phonetics
4068,SPAN,624,grammar,http://dbpedia.org/resource/Grammar
4069,SPAN,624,vocabulary acquisition,http://dbpedia.org/resource/Language_acquisition
4070,SPAN,625,Applied Linguistics,http://dbpedia.org/resource/Applied_linguistics
4071,SPAN,625,Pedagogy,http://dbpedia.org/resource/Pedagogy
4072,SPAN,625,Spanish,http://dbpedia.org/resource/Spanish_language
4073,SPAN,625,learning theories,http://dbpedia.org/resource/Learning_theory_(education)
4074,SPAN,625,interlanguage,http://dbpedia.org/resource/Interlanguage
4075,SPAN,625,phonology,http://dbpedia.org/resource/Phonology
4076,SPAN,625,phonetics,http://dbpedia.org/resource/Phonetics
4077,SPAN,625,grammar,http://dbpedia.org/resource/Grammar
4078,SPAN,625,vocabulary acquisition,http://dbpedia.org/resource/Language_acquisition
4079,SPAN,626,Applied Linguistics,http://dbpedia.org/resource/Applied_linguistics
4080,SPAN,626,Pedagogy,http://dbpedia.org/resource/Pedagogy
4081,SPAN,626,Spanish,http://dbpedia.org/resource/Spanish_language
4082,SPAN,626,learning theories,http://dbpedia.org/resource/Learning_theory_(education)
4083,SPAN,626,interlanguage,http://dbpedia.org/resource/Interlanguage
4084,SPAN,626,phonology,http://dbpedia.org/resource/Phonology
4085,SPAN,626,phonetics,http://dbpedia.org/resource/Phonetics
4086,SPAN,626,grammar,http://dbpedia.org/resource/Grammar
4087,SPAN,626,vocabulary acquisition,http://dbpedia.org/resource/Language_acquisition
4088,SPAN,627,Applied Linguistics,http://dbpedia.org/resource/Applied_linguistics
4089,SPAN,627,Pedagogy,http://dbpedia.org/resource/Pedagogy
4090,SPAN,627,Spanish,http://dbpedia.org/resource/Spanish_language
4091,SPAN,627,learning theories,http://dbpedia.org/resource/Learning_theory_(education)
4092,SPAN,627,interlanguage,http://dbpedia.org/resource/Interlanguage
4093,SPAN,627,phonology,http://dbpedia.org/resource/Phonology
4094,SPAN,627,phonetics,http://dbpedia.org/resource/Phonetics
4095,SPAN,627,grammar,http://dbpedia.org/resource/Grammar
4096,SPAN,627,vocabulary acquisition,http://dbpedia.org/resource/Language_acquisition
4097,SPAN,628,Applied Linguistics,http://dbpedia.org/resource/Applied_linguistics
4098,SPAN,628,Pedagogy,http://dbpedia.org/resource/Pedagogy
4099,SPAN,628,Spanish,http://dbpedia.org/resource/Spanish_language
4100,SPAN,628,learning theories,http://dbpedia.org/resource/Learning_theory_(education)
4101,SPAN,628,interlanguage,http://dbpedia.org/resource/Interlanguage
4102,SPAN,628,phonology,http://dbpedia.org/resource/Phonology
4103,SPAN,628,phonetics,http://dbpedia.org/resource/Phonetics
4104,SPAN,628,grammar,http://dbpedia.org/resource/Grammar
4105,SPAN,628,vocabulary acquisition,http://dbpedia.org/resource/Language_acquisition
4106,SPAN,629,Applied Linguistics,http://dbpedia.org/resource/Applied_linguistics
4107,SPAN,629,Pedagogy,http://dbpedia.org/resource/Pedagogy
4108,SPAN,629,Spanish,http://dbpedia.org/resource/Spanish_language
4109,SPAN,629,learning theories,http://dbpedia.org/resource/Learning_theory_(education)
4110,SPAN,629,interlanguage,http://dbpedia.org/resource/Interlanguage
4111,SPAN,629,phonology,http://dbpedia.org/resource/Phonology
4112,SPAN,629,phonetics,http://dbpedia.org/resource/Phonetics
4113,SPAN,629,grammar,http://dbpedia.org/resource/Grammar
4114,SPAN,629,vocabulary acquisition,http://dbpedia.org/resource/Language_acquisition
4115,SPAN,630,Applied Linguistics,http://dbpedia.org/resource/Applied_linguistics
4116,SPAN,630,Pedagogy,http://dbpedia.org/resource/Pedagogy
4117,SPAN,630,Spanish,http://dbpedia.org/resource/Spanish_language
4118,SPAN,630,learning theories,http://dbpedia.org/resource/Learning_theory_(education)
4119,SPAN,630,interlanguage,http://dbpedia.org/resource/Interlanguage
4120,SPAN,630,phonology,http://dbpedia.org/resource/Phonology
4121,SPAN,630,phonetics,http://dbpedia.org/resource/Phonetics
4122,SPAN,630,grammar,http://dbpedia.org/resource/Grammar
4123,SPAN,630,vocabulary acquisition,http://dbpedia.org/resource/Language_acquisition
4124,SPAN,631,Spanish,http://dbpedia.org/resource/Spanish_language
4125,SPAN,631,bilingualism,http://dbpedia.org/resource/Multilingualism
4126,SPAN,631,Chicano,http://dbpedia.org/resource/Chicano
4127,SPAN,631,diachronic,http://dbpedia.org/resource/Historical_linguistics
4128,SPAN,631,synchronic,http://dbpedia.org/resource/Synchrony_and_diachrony
4129,SPAN,632,Spanish,http://dbpedia.org/resource/Spanish_language
4130,SPAN,632,bilingualism,http://dbpedia.org/resource/Multilingualism
4131,SPAN,632,Chicano,http://dbpedia.org/resource/Chicano
4132,SPAN,632,diachronic,http://dbpedia.org/resource/Historical_linguistics
4133,SPAN,632,synchronic,http://dbpedia.org/resource/Synchrony_and_diachrony
4134,SPAN,633,Spanish,http://dbpedia.org/resource/Spanish_language
4135,SPAN,633,bilingualism,http://dbpedia.org/resource/Multilingualism
4136,SPAN,633,Chicano,http://dbpedia.org/resource/Chicano
4137,SPAN,633,diachronic,http://dbpedia.org/resource/Historical_linguistics
4138,SPAN,633,synchronic,http://dbpedia.org/resource/Synchrony_and_diachrony
4139,SPAN,634,Spanish,http://dbpedia.org/resource/Spanish_language
4140,SPAN,634,bilingualism,http://dbpedia.org/resource/Multilingualism
4141,SPAN,634,Chicano,http://dbpedia.org/resource/Chicano
4142,SPAN,634,diachronic,http://dbpedia.org/resource/Historical_linguistics
4143,SPAN,634,synchronic,http://dbpedia.org/resource/Synchrony_and_diachrony
4144,SPAN,635,Spanish,http://dbpedia.org/resource/Spanish_language
4145,SPAN,635,bilingualism,http://dbpedia.org/resource/Multilingualism
4146,SPAN,635,Chicano,http://dbpedia.org/resource/Chicano
4147,SPAN,635,diachronic,http://dbpedia.org/resource/Historical_linguistics
4148,SPAN,635,synchronic,http://dbpedia.org/resource/Synchrony_and_diachrony
4149,SPAN,636,Spanish,http://dbpedia.org/resource/Spanish_language
4150,SPAN,636,bilingualism,http://dbpedia.org/resource/Multilingualism
4151,SPAN,636,Chicano,http://dbpedia.org/resource/Chicano
4152,SPAN,636,diachronic,http://dbpedia.org/resource/Historical_linguistics
4153,SPAN,636,synchronic,http://dbpedia.org/resource/Synchrony_and_diachrony
4154,SPAN,637,Spanish,http://dbpedia.org/resource/Spanish_language
4155,SPAN,637,bilingualism,http://dbpedia.org/resource/Multilingualism
4156,SPAN,637,Chicano,http://dbpedia.org/resource/Chicano
4157,SPAN,637,diachronic,http://dbpedia.org/resource/Historical_linguistics
4158,SPAN,637,synchronic,http://dbpedia.org/resource/Synchrony_and_diachrony
4159,SPAN,638,Spanish,http://dbpedia.org/resource/Spanish_language
4160,SPAN,638,bilingualism,http://dbpedia.org/resource/Multilingualism
4161,SPAN,638,Chicano,http://dbpedia.org/resource/Chicano
4162,SPAN,638,diachronic,http://dbpedia.org/resource/Historical_linguistics
4163,SPAN,638,synchronic,http://dbpedia.org/resource/Synchrony_and_diachrony
4164,SPAN,639,Spanish,http://dbpedia.org/resource/Spanish_language
4165,SPAN,639,bilingualism,http://dbpedia.org/resource/Multilingualism
4166,SPAN,639,Chicano,http://dbpedia.org/resource/Chicano
4167,SPAN,639,diachronic,http://dbpedia.org/resource/Historical_linguistics
4168,SPAN,639,synchronic,http://dbpedia.org/resource/Synchrony_and_diachrony
4169,SPAN,640,Spanish,http://dbpedia.org/resource/Spanish_language
4170,SPAN,640,bilingualism,http://dbpedia.org/resource/Multilingualism
4171,SPAN,640,Chicano,http://dbpedia.org/resource/Chicano
4172,SPAN,640,diachronic,http://dbpedia.org/resource/Historical_linguistics
4173,SPAN,640,synchronic,http://dbpedia.org/resource/Synchrony_and_diachrony
4174,SPAN,641,Hispanic,http://dbpedia.org/resource/Hispanic
4175,SPAN,641,praxis,http://dbpedia.org/resource/Praxis_School
4176,SPAN,641,rhetoric,http://dbpedia.org/resource/Rhetoric
4177,SPAN,641,pragmatics,http://dbpedia.org/resource/Pragmatics
4178,SPAN,641,hermeneutics,http://dbpedia.org/resource/Hermeneutics
4179,SPAN,642,Hispanic,http://dbpedia.org/resource/Hispanic
4180,SPAN,642,praxis,http://dbpedia.org/resource/Praxis_School
4181,SPAN,642,rhetoric,http://dbpedia.org/resource/Rhetoric
4182,SPAN,642,pragmatics,http://dbpedia.org/resource/Pragmatics
4183,SPAN,642,hermeneutics,http://dbpedia.org/resource/Hermeneutics
4184,SPAN,643,Hispanic,http://dbpedia.org/resource/Hispanic
4185,SPAN,643,praxis,http://dbpedia.org/resource/Praxis_School
4186,SPAN,643,rhetoric,http://dbpedia.org/resource/Rhetoric
4187,SPAN,643,pragmatics,http://dbpedia.org/resource/Pragmatics
4188,SPAN,643,hermeneutics,http://dbpedia.org/resource/Hermeneutics
4189,SPAN,644,Hispanic,http://dbpedia.org/resource/Hispanic
4190,SPAN,644,praxis,http://dbpedia.org/resource/Praxis_School
4191,SPAN,644,rhetoric,http://dbpedia.org/resource/Rhetoric
4192,SPAN,644,pragmatics,http://dbpedia.org/resource/Pragmatics
4193,SPAN,644,hermeneutics,http://dbpedia.org/resource/Hermeneutics
4194,SPAN,645,Hispanic,http://dbpedia.org/resource/Hispanic
4195,SPAN,645,praxis,http://dbpedia.org/resource/Praxis_School
4196,SPAN,645,rhetoric,http://dbpedia.org/resource/Rhetoric
4197,SPAN,645,pragmatics,http://dbpedia.org/resource/Pragmatics
4198,SPAN,645,hermeneutics,http://dbpedia.org/resource/Hermeneutics
4199,SPAN,646,Hispanic,http://dbpedia.org/resource/Hispanic
4200,SPAN,646,praxis,http://dbpedia.org/resource/Praxis_School
4201,SPAN,646,rhetoric,http://dbpedia.org/resource/Rhetoric
4202,SPAN,646,pragmatics,http://dbpedia.org/resource/Pragmatics
4203,SPAN,646,hermeneutics,http://dbpedia.org/resource/Hermeneutics
4204,SPAN,647,Hispanic,http://dbpedia.org/resource/Hispanic
4205,SPAN,647,praxis,http://dbpedia.org/resource/Praxis_School
4206,SPAN,647,rhetoric,http://dbpedia.org/resource/Rhetoric
4207,SPAN,647,pragmatics,http://dbpedia.org/resource/Pragmatics
4208,SPAN,647,hermeneutics,http://dbpedia.org/resource/Hermeneutics
4209,SPAN,648,Hispanic,http://dbpedia.org/resource/Hispanic
4210,SPAN,648,praxis,http://dbpedia.org/resource/Praxis_School
4211,SPAN,648,rhetoric,http://dbpedia.org/resource/Rhetoric
4212,SPAN,648,pragmatics,http://dbpedia.org/resource/Pragmatics
4213,SPAN,648,hermeneutics,http://dbpedia.org/resource/Hermeneutics
4214,SPAN,649,Hispanic,http://dbpedia.org/resource/Hispanic
4215,SPAN,649,praxis,http://dbpedia.org/resource/Praxis_School
4216,SPAN,649,rhetoric,http://dbpedia.org/resource/Rhetoric
4217,SPAN,649,pragmatics,http://dbpedia.org/resource/Pragmatics
4218,SPAN,649,hermeneutics,http://dbpedia.org/resource/Hermeneutics
4219,SPAN,650,Hispanic,http://dbpedia.org/resource/Hispanic
4220,SPAN,650,praxis,http://dbpedia.org/resource/Praxis_School
4221,SPAN,650,rhetoric,http://dbpedia.org/resource/Rhetoric
4222,SPAN,650,pragmatics,http://dbpedia.org/resource/Pragmatics
4223,SPAN,650,hermeneutics,http://dbpedia.org/resource/Hermeneutics
4224,SPAN,651,Hispanic,http://dbpedia.org/resource/Hispanic
4225,SPAN,652,Hispanic,http://dbpedia.org/resource/Hispanic
4226,SPAN,653,Hispanic,http://dbpedia.org/resource/Hispanic
4227,SPAN,654,Hispanic,http://dbpedia.org/resource/Hispanic
4228,SPAN,655,Hispanic,http://dbpedia.org/resource/Hispanic
4229,SPAN,656,Hispanic,http://dbpedia.org/resource/Hispanic
4230,SPAN,657,Hispanic,http://dbpedia.org/resource/Hispanic
4231,SPAN,658,Hispanic,http://dbpedia.org/resource/Hispanic
4232,SPAN,659,Hispanic,http://dbpedia.org/resource/Hispanic
4233,SPAN,660,Hispanic,http://dbpedia.org/resource/Hispanic
4234,SPAN,661,epistemological,http://dbpedia.org/resource/Epistemology
4235,SPAN,661,ontological,http://dbpedia.org/resource/Ontology
4236,SPAN,661,Hispanic,http://dbpedia.org/resource/Hispanic_and_Latino_Americans
4237,SPAN,661,Chicano,http://dbpedia.org/resource/Chicano
4238,SPAN,661,postmodernism,http://dbpedia.org/resource/Postmodernism
4239,SPAN,661,colonialism,http://dbpedia.org/resource/Colonialism
4240,SPAN,662,epistemological,http://dbpedia.org/resource/Epistemology
4241,SPAN,662,ontological,http://dbpedia.org/resource/Ontology
4242,SPAN,662,Hispanic,http://dbpedia.org/resource/Hispanic_and_Latino_Americans
4243,SPAN,662,Chicano,http://dbpedia.org/resource/Chicano
4244,SPAN,662,postmodernism,http://dbpedia.org/resource/Postmodernism
4245,SPAN,662,colonialism,http://dbpedia.org/resource/Colonialism
4246,SPAN,663,epistemological,http://dbpedia.org/resource/Epistemology
4247,SPAN,663,ontological,http://dbpedia.org/resource/Ontology
4248,SPAN,663,Hispanic,http://dbpedia.org/resource/Hispanic_and_Latino_Americans
4249,SPAN,663,Chicano,http://dbpedia.org/resource/Chicano
4250,SPAN,663,postmodernism,http://dbpedia.org/resource/Postmodernism
4251,SPAN,663,colonialism,http://dbpedia.org/resource/Colonialism
4252,SPAN,664,epistemological,http://dbpedia.org/resource/Epistemology
4253,SPAN,664,ontological,http://dbpedia.org/resource/Ontology
4254,SPAN,664,Hispanic,http://dbpedia.org/resource/Hispanic_and_Latino_Americans
4255,SPAN,664,Chicano,http://dbpedia.org/resource/Chicano
4256,SPAN,664,postmodernism,http://dbpedia.org/resource/Postmodernism
4257,SPAN,664,colonialism,http://dbpedia.org/resource/Colonialism
4258,SPAN,665,epistemological,http://dbpedia.org/resource/Epistemology
4259,SPAN,665,ontological,http://dbpedia.org/resource/Ontology
4260,SPAN,665,Hispanic,http://dbpedia.org/resource/Hispanic_and_Latino_Americans
4261,SPAN,665,Chicano,http://dbpedia.org/resource/Chicano
4262,SPAN,665,postmodernism,http://dbpedia.org/resource/Postmodernism
4263,SPAN,665,colonialism,http://dbpedia.org/resource/Colonialism
4264,SPAN,666,epistemological,http://dbpedia.org/resource/Epistemology
4265,SPAN,666,ontological,http://dbpedia.org/resource/Ontology
4266,SPAN,666,Hispanic,http://dbpedia.org/resource/Hispanic_and_Latino_Americans
4267,SPAN,666,Chicano,http://dbpedia.org/resource/Chicano
4268,SPAN,666,postmodernism,http://dbpedia.org/resource/Postmodernism
4269,SPAN,666,colonialism,http://dbpedia.org/resource/Colonialism
4270,SPAN,667,epistemological,http://dbpedia.org/resource/Epistemology
4271,SPAN,667,ontological,http://dbpedia.org/resource/Ontology
4272,SPAN,667,Hispanic,http://dbpedia.org/resource/Hispanic_and_Latino_Americans
4273,SPAN,667,Chicano,http://dbpedia.org/resource/Chicano
