,Course Name,Course Description,Course Subject,Course Number,Link
161,Aerodynamics (*) (4 credits)," Prerequisite: ENGR 6201. Flow conservation equations, incompressible Navier-Stokes equations, inviscid irrotational and rotational flows: the Euler equations, the potential and stream function equations. Kelvin, Stokes and Helmholtz theorems. Elementary flows and their superposition, panel method for non-lifting bodies. Airfoil and wing characteristics, aerodynamics forces and moments coefficients. Flow around thin airfoils, Biot-Savart law, vortex sheets. Flow around thick airfoils, the panel method for lifting bodies. Flow around wings, Prandtl’s lifting line theory, induced angle and downwash, unswept wings, swept compressibility correction rules, the area rule. Transonic flow: small disturbance equation, full potential equation, supercritical airfoils. A project on specific topic or applications is required.",MECH,6121,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
162,Gas Turbine Design (*) (4 credits)," Prerequisite: MECH 6171. Study of practical criteria which influence the design of a gas turbine engine including relevant mechanical and aerodynamic constraints. The aerodynamics of each of the three major components of a modern turbo-fan engine, namely the compressor, the combustor and the turbine is considered. Air system acoustics, engine aerodynamic matching of components and modern performance testing methods. A design project is assigned for each of these components. A project on specific topic or applications is required.",MECH,6161,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
163,Turbomachinery and Propulsion (*) (4 credits)," Prerequisite: ENGR 6201. Review of the gas turbine engine cycle and components arrangement. Types of turbo-propulsion for aircraft: turboprop, turbofan and turbojet. Energy transfer in incompressible and compressible turbomachines: the Euler equation, velocity triangles. Axial-flow compressors; mean-line analysis. Mechanisms of losses in turbomachines. Three-dimensional motion in turbomachines; the radial equilibrium equation and its numerical solution by finite difference methods. Dimensional analysis of incompressible and compressible flow in turbomachines, compressor and turbine performance maps; surge and stall. Centrifugal compressors. Axial-flow turbines. Prediction of performance of gas turbines, components matching. Projects on selected topics are required.",MECH,6171,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
164,Helicopter Flight Dynamics (4 credits)," Prerequisites: ENGR 6311 and MECH 6121, previously or concurrently. Fundamental aspects of helicopter technology; rotary wing aerodynamics; aeromechanical stability; hover and forward flight performance; ground and air resonance; introduction to vibration and structural dynamic problems in helicopter; case studies in the rotorcraft field. Case studies and projects on selected topics are required.",MECH,6231,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
165,Operational Performance of Aircraft (4 credits)," Prerequisite: MECH 6121. Introduction to fixed-wing aircraft operation. Flying environment and its measurement by aircraft instrumentation. Computation of lift and drag, effects of viscosity and compressibility. Review of piston, turboprop, turbojet and turbofan powerplants. Operational performance of aircraft in climb, cruise, descent and on ground. Advanced aircraft systems. Operational considerations in aircraft design. Projects on selected topics are required.",MECH,6241,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
166,Space Flight Mechanics and Propulsion Systems (4 credits)," Prerequisite: MECH 6111 or permission of the instructor. Classification of space propulsion systems; Tsiolkovskij’s equation; ideal rocket and nozzle design; flight performance; basic orbital mechanics; chemical propellant rocket performance analysis; fundamentals of liquid and solid propellant rocket motors; electric, solar, fusion thruster. A project is required. Note: Students who have taken MECH 7221 may not receive credit for this course.",MECH,6251,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
167,Aircraft Structures (4 credits)," Prerequisite: MECH 6441 or equivalent. Aero/performance aspects of aircraft structures; Airworthiness and design considerations; Materials; Static, vibratory and aeroelastic loadings; Propulsion-induced loadings; Functions and fabrication of structural components; Stress analysis of wings, fuselages, stringers, fuselage frames, wing ribs, cut-outs in wings and fuselages, and laminated structures; Buckling of aircraft structures: local buckling, instability of stiffened panels; flexural-torsional buckling; Fracture and fatigue failures. Case studies.",MECH,6471,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
168,Aircraft Hydro-Mechanical and Fuel Systems (*) (4 credits)," Prerequisite: ENGR 6201. This course focuses on design principles and sizing of the following aircraft systems: hydraulic system, primary and secondary flight control actuation systems, landing gear systems, and fuel system. Traditional and new technology implementations in aircraft, helicopters and other aerospace vehicles are considered. Associated standards and regulations are described. Principles of architecture development and integration, as well as engineering tools for system sizing and simulation are covered. A project is required.",MECH,6791,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
169,Aircraft Pneumatic and Electrical Power Systems (*) (4 credits)," Prerequisite: ENGR 6201. This course focuses on design principles and sizing of the following aircraft systems: electrical power system, auxiliary and emergency power systems, environmental control system, ice and rain protection system, and pneumatic power system. Traditional and new technology implementations in aircraft, helicopters and other aerospace vehicles are considered. Associated standards and regulations are described. Principles of architecture development and integration, as well as engineering tools for system sizing and simulation are covered. A project is required, including a laboratory component.",MECH,6891,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
170,Concurrent Engineering in Aerospace Systems (4 credits)," Introduction: objectives, definitions, impact on product development; process modelling and optimization; forming of engineering team; selection of techniques, methodology and tools; market design focus vs. quality design focus; development time management; process integration; aerospace case studies/projects, future trends.",MECH,6941,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
171,Aerospace Case Study I, See Mechanical & Industrial Engineering section.,MECH,6961,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
172,Aerospace Case Study II, See Mechanical & Industrial Engineering section.,MECH,6971,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
173,Theory of Operations Research (4 credits)," This course introduces the fundamentals of convex analysis such as polyhedral sets and the representation theorem. Advanced topics in linear optimization are also covered, such as state-of-the-art solution methods (revised and dual simplex methods, path following interior point methods), duality theory and parametric analysis, Farkas lemma, and KKT optimality conditions. An introduction to other advanced topics (Dantzig-Wolfe decomposition, dynamic programming, and stochastic decision processes) is given. A project is required.",INDU,6111,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
174,Applied Optimization (4 credits)," Topics include model building in optimization, model validation, economic interpretation, sensitivity analysis, algorithms and commercial optimization software for problem solving. Mathematical models in deterministic and nondeterministic settings with linear, integer, and nonlinear programming formulations are developed. Applications of optimization models in production, transportation, finance, scheduling, and healthcare systems are presented. A project is required.",INDU,6121,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
175,Graph Theory with System Applications (4 credits)," Basic concepts; trees, circuits and cutsets; Eulerian and Hamiltonian graphs; directed graphs; matrices of a graph, graphs and vector spaces; planarity and duality; connectivity, matching and colouring; flows in networks: max-flow min-cut theorem, minimum cost flows; optimization on graphs: minimum-cost spanning trees, optimum branching and shortest paths. Project: two hours per week. Note: Students who have taken ENGR 6111 may not receive credit for this course.",INDU,6131,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
176,Logistics Network Models (*) (4 credits)," Prerequisite: INDU 6121. This course covers the following wide range of operational issues in the transportation and logistics industry. Different analytical models and their solution strategies are also introduced. Overview of transportation systems including airlines, railways, ocean liners, cargo, energy transportation and pipelines; Supply chain characterization; Site location;Distribution planning; Vehicle routing; Fleet scheduling; Crew scheduling; Demand management; Replenishment management; Revenue management; Geographic information systems; Real-time network control issues. A project is required.",INDU,6141,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
177,Decision Models in Service Sector (*) (4 credits)," Introduction to service strategy and operations. Service demand forecasting and development of new services. Service facility location and layout planning. Applications of decision models in service operations and service quality control. Cost analysis, queuing models, risk management and resource allocation models for service decisions. Service outsourcing and supply chain issues. Efficiency and effectiveness issues in different service sectors such as emergency force deployment, municipal resource allocation and health care. Case studies using operations research, operations management, and statistical techniques. A project is required.",INDU,6151,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
178,Design and Operations of Supply Chain Networks (4 credits), Prerequisite: INDU 6121. This course analyzes various supply chain operation issues from an engineering point of view. The course covers topics such as: supply chain issues and opportunities; performance evaluation of supply chains; supply chain planning and optimization; collaborative decision making in supply chains; transportation planning in supply chains; capacity planning in supply chains; designing global supply chains; risk management in supply chains; sustainable supply chain management. A project is required.,INDU,6161,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
179,Production Systems and Inventory Control,,INDU,6211,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
180,Lean Enterprise (4 credits)," This course covers topics that are necessary to establish a lean culture at the system level in various organizations:Introduction to principles of the lean enterprise, process management, waste elimination and process variation, five S’s and workplace organization, lean analysis tools and performance measurements, Lean Six Sigma, enterprise value stream mapping, visual workplace, lean product development, lean business administration. A project is required.",INDU,6221,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
181,Scheduling Theory (4 credits), Models for sequencing and scheduling activities including: static and dynamic problems; deterministic and stochastic models. Single machine processing; parallel machine processing; multistage problems including flow-shops and job-shops. Complexity issues. Exact and heuristic solution methods. Average and worst case performance analysis of heuristic methods. Applications in manufacturing environments. Current research trends. Project: two hours per week. Note: Students who have taken ENCS 6201 may not receive credit for this course.,INDU,6231,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
182,Lean Manufacturing (4 credits)," Prerequisite: INDU 6211. Introduction to the basic principles and concepts of lean manufacturing; tools of lean manufacturing, including value stream mapping, standardized work, setup reduction; mapping the current state; mixed model value streams; mapping the future state; Takt time, finished goods strategy, continuous flow, level pull, pacemaker, pitch, interval; implementing the future state. A project is required.",INDU,6241,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
183,Facilities Planning and Warehouse Operations (4 credits)," This course is designed to provide advanced concepts, theory and procedures for the study of facilities location, physical layouts, material flow, and material handling, warehouse operations planning and management systems, warehouse design, automation and control. Analytical procedures are developed to enhance the decision-making process in the design, rationalization and improvement of manufacturing or service facilities. The knowledge learned in this course is integrated with knowledge from related courses to develop a design project. A project is required.",INDU,6251,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
184,Applied Probability and Statistics for Engineers (4 credits)," This course introduces probability and statistics concepts frequently used in engineering applications. Probability theory, randomness, conditional probability, joint probability, independence and probability distributions are covered. Data collection, sampling, confidence intervals, hypothesis formulation, errors, estimation topics are given. Linear and non-linear regression, analysis of residuals and remedial measures, transformation of data, multiple, polynomial and weighted regression, model selection techniques, and joint confidence regions concepts are taught with relevant industry applications. Statistical packages are introduced. A project is required. Note: This course may not be taken by MASc and PhD students for credit.",INDU,6310,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
185,Discrete System Simulation (4 credits)," Probability theory and queuing theory; discrete and continuous variables and their distributions; deterministic and stochastic models; building valid and credible models. Computer simulation of discrete-change systems subject to uncertainty techniques to verify quality of input data; analysis of output data; determination of simulation run-length and number of replications; random number generations, variance reduction techniques, transient and steady state behaviour; comparison of alternative systems. A project is required. Note: Students who have taken ENGR 6491 may not receive credit for this course.",INDU,6311,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
186,Introduction to Six Sigma (*) (4 credits), Prerequisite: INDU 6331. Overview of the Six Sigma concept; Six Sigma deployment practice; Six Sigma methodologies for process improvement and process (DMAIC) and for product design (DMADV); Integration of Lean techniques in Six Sigma (Lean Six Sigma); Overview of different quality management tools applied in Six Sigma; Application of Designed of Experiments in Six Sigma; Design for Six Sigma through the application of the Robust Parameter Design; Six Sigma project management. A project is required.,INDU,6321,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
187,Advanced Quality Control (4 credits)," Introduction to advanced quality control and improvement concepts. Fundamentals of statistical methods and theoretical basis for quality control methods. Advanced and newly developed quality control and improvement methods such as modified and acceptance charts, multiple stream process control, control charts with adaptive sampling and engineering process control for quality. International standards of acceptance sampling. Economic design and implications of quality control and improvement procedures. A project is required.",INDU,6331,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
188,Advanced Concepts in Quality Improvement (*) (4 credits)," The foundations of modern quality improvement, scientific basis of quality engineering, statistical experimental design issues such as randomized blocks, factorial designs at two levels, fractional factorial designs at two levels, applications on factorial designs, building models, and explanation and critique of Taguchi’s contributions. A project on selected topics is required. Note: Students who have taken MECH 6461 may not receive credit for this course.",INDU,6341,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
189,System Reliability (4 credits)," Review of probability theory; definition of various measures (reliability, availability, MTTF, etc.) and related probability distributions; reliability evaluation of redundant systems (series, parallel, series-parallel, bridge network, etc.); two and three parameter Weibull analysis; failure data analysis; trend analysis; goodness of fit test (Kolmogorov/Smirnov test); introduction of stress-strength modelling; homogeneous Markov models; reliability evaluation of cold, warm, and hot standby systems; introduction to reliability testing; case studies. Knowledge of a first course in probability theory is assumed. Project: two hours per week. Note: Students who have taken ENGR 6451 may not receive credit for this course.",INDU,6351,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
190,Discrete Optimization (4 credits)," Prerequisite: Permission of the instructor. Topics include mathematical modelling of industrial and service systems by integer programming (IP); choices in model formulations; optimality, relaxations and bounds; well-solved problems in IP; computational complexity; branch-and-bound methods; polyhedral theory and cutting plane algorithms; Lagrangean duality; software for solving IPs; other optimization techniques. A project is required.",INDU,6361,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
191,Stochastic Optimization (4 credits)," Prerequisite: INDU 6111. Topics include an overview of stochastic optimization models; two-stage and multi-stage stochastic programming; algorithms for solving large-scale stochastic programming models, including sample average approximation (SAA), L-shaped method and scenario decomposition algorithms; robust optimization approach. A project is required. Note: Students who have received credit for the course INDU 691X (Stochastic Optimization) may not take this course for credit.",INDU,6371,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
192,Applications of Reliability Engineering (4 credits), Topics include an introduction to reliability function; reliability program; failure; requirement allocation and design optimization; painless risk management; design optimization by test; validation; durability; stressstrength; nuisances and no fault found (NFF); operating with failure; fail-safe and operating with failure; real-time health monitoring. A project is required. Note: Students who have taken INDU 691 (Application of Reliability Engineering) may not receive credit for this course.,INDU,6381,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
193,Reliability and Maintenance for Design and Manufacturing (4 credits)," Topics include fundamentals of product design and system validation methodologies to establish maintenance programs; design of experiment, test for design validation, pass/fail analysis, reliability growth models, reliability centred maintenance, test for manufacturing; accelerated life and stress tests; failure reporting, analysis and corrective action systems (FRACAS), maintenance programs, lifecycle analysis, end-of-life analysis and industrial approach for reliability; concepts and topics will be covered through real-life case studies. A project is required. Note: Students who have taken INDU 691 (Reliability and Maintenance for Design and Manufacturing) may not receive credit for this course.",INDU,6391,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
194,Human Factors Engineering (*) (4 credits)," Elements of anatomy, physiology and psychology; auditory and visual display engineering; engineering anthropometry; human capabilities and limitations; manual material handling: design of work places, human-machine system design; shift work and jet lag; acquisition and retention of skill; toxicity and hazard; human reliability. A project on a current topic is required. Note: Students who have taken MECH 6251 may not receive credit for this course.",INDU,6411,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
195,Systems Safety Engineering and Management (4 credits)," Prerequisite: INDU 6310. This course covers a variety of topics in safety engineering that provide the necessary knowledge and skills in order for engineers to design and manage systems where life-critical components will perform as expected, even when sub-components fail. Design concepts for safe operation with failure, design for human error and design for availability are introduced. Generic and safety dedicated engineering techniques are taught. Common safety management architectures for service and manufacturing systems, existing safety standards, guidelines in different industries, and their impact on the design processes across the life cycle of a product from initial concept to continuous certification are included. A project is required.",INDU,6421,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
196,Quantitative Methods in Healthcare Systems (*) (4 credits)," Prerequisite: INDU 6121. Topics include mathematical modeling and optimization methods in healthcare problems, healthcare staff planning and scheduling, operating room management, and appointment scheduling in clinics. Other operational issues such as production and delivery of radio-pharmaceuticals, resource allocation and capacity planning in hospitals, ambulance redeployment and dispatching are discussed. Finally, system-level healthcare planning and management tools and methods such as routing and scheduling of caregivers in home-health industries, healthcare facility location, inventory management of blood products, kidney exchange optimization and optimization in radiation therapy (intensity-modulated radiation - IMRT and volumetric modulated arc therapy - VMAT) are introduced. A project is required.",INDU,6521,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
197,Applied Industrial Systems Analytics (4 credits)," Prerequisites: INDU 6121,6310. The course covers Analytics as it is divided into three categories according to functional classification of analytics methods: descriptive, predictive, and prescriptive. By taking a hands-on teaching approach, graduate students are taught a set of techniques of descriptive and predictive analytics, which emphasizes extensive analysis of real (or realistic) data sets from a variety of organizations such as manufacturing, service and healthcare using statistical packages. Students are also taught techniques for proper visualization and presentation of the results of their analysis. Specific analytics methods such as logistic regression, time series, decision trees, support vector machines, k-nearest neighbors, k-means are covered. A project is required.",INDU,6611,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
198,Computer-Aided Building Operation (4 credits)," Prerequisite: BLDG 6711. Computer systems for energy management, including scheduling and operation of HVAC systems and lighting. Applications for intelligent buildings. Use of simulation and knowledge-based software for automatic regulation of building operation. Diagnosis of malfunctions and modifications of operations. Computerized building security systems. Actions during extraordinary conditions such as fire emergencies. A project is required.",BLDG,6111,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
199,Database Applications in Building and Civil Engineering (4 credits)," Components, properties and limits of databases and database management systems (DBMS). Database requirements for engineering tasks. Design of database schema and implementation in commercially available DBMS. Engineering data modelling techniques. Topics include: the entity/relationship model; the relational data model; the standard database language SQL; and the object-oriented data model. A project is required. Note: Students who have taken ENGR 6151 may not take this course for credit.",BLDG,6151,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
200,Design of Computer-Aided Systems in Building and Civil Engineering (4 credits)," Object-oriented modelling of physical components, design objectives, performance requirements and engineering processes. Identification of objects and definition of their arrangement and interaction to model engineering processes. Overview of the life-cycle of an engineering software project. Project on implementation of a small scale computer-aided engineering system. Note: Students who have taken ENGR 6221 may not take this course for credit.",BLDG,6221,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
201,Applications of Artificial Intelligence in Building and Civil Engineering (4 credits)," Introduction to artificial intelligence techniques in an engineering context; heuristic search methods, logical reasoning, knowledge-based systems, neural networks, genetics algorithms, and case-based reasoning. Algorithmic versus knowledge-based programming for engineering applications. Emphasis on knowledge-based systems and their characteristics, capabilities and limitations. Case studies in design, failure diagnosis and processing of standards. A project is required. Note: Students who have taken ENGR 6231 may not take this course for credit.",BLDG,6231,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
202,Building Information Modelling in Construction (4 credits)," Topics include introduction to Building Information Modelling (BIM) technologies; BIM implementation at different project stages - pre-construction, construction, and facility management; BIM-Aided design alternatives, constructability analysis, and development of space-time-cost models; BIM visualization for trade coordination and processes monitoring. A project is required.",BLDG,6241,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
203,Heat Transfer (4 credits), (Cannot be taken for credit by students who have completed the Bachelor of/Baccalaureate in Engineering (Building) Program). Steady state heat conduction. Convection and radiation heat exchange. Refrigeration cycles. Theory of air vapour mixtures. Introduction to heat transfer in building environment. Unsteady state of heat transfer. Case studies.,BLDG,6541,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
204,Building Economics I (*) (4 credits)," (Cannot be taken for credit by students who have completed the Bachelor of/Baccalaureate in Engineering (Building) Program). Development of economic performance measures of interest to developers, owners, contractors and users. Sources of finance and the determinants of the cost of money. Elementary estimating; cost indices; forecasting techniques; value of money; economic comparison techniques; evaluation of projects in private and public sectors; tax regulations; inflation; life-cycle costing; risk analysis; non-economic attributes. Case studies of economic analysis of projects, single building and building components. A project is required.",BLDG,6561,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
205,Project Management (4 credits)," Introduction to managing the development, design and construction of buildings. Examination of project management for the total development process, including inter-relationships between owners, developers, financing sources, designers, contractors and users; methods of project delivery; introduction to planning and scheduling; role and tasks of the project manager; feasibility analyses; construction claims; financing and cash-flow analysis; government regulations; environmental and social constraints; introduction to control of cost, time and technical performance; human factors; computer applications. A project is required.",BLDG,6571,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
206,Decision Analysis (4 credits)," Development of a basic theory of decision making under uncertainty. Rationales of decision makers, utility, the concept of the value of perfect information. The Bayesian approach to decision making; pre-posterior analysis and optimal fixed-sized analysis for random processes. Decision analysis with multiple objective, structuring the problem, multi-attributed utility functions, case studies. A project is required.",BLDG,6581,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
207,Computer-Aided Building Design (*) (4 credits)," Prerequisites: BLDG 6561. Identification of objectives, decision variables, processes and information flow in building design. Application and evaluation of computer systems to components of the building design process. Determination of decision variables in problem modelling and sensitivity of results. Current applications in structural analysis and design, space layout, electrical distribution systems, HVAC design, lighting design, estimating, specification editing and scheduling. Evaluation of issues of interdisciplinary information control and interchange. A project is required.",BLDG,6591,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
208,Fundamentals of Facility Management (4 credits)," Systems approach to planning, organization and implementation of a facility, including space allocation, leasing and marketing, operation, maintenance, and renovation over the life of the building. Forecast of budget requirements for effective operation, maintenance, and renovation. Correlation between the operation of the building and health risks, comfort, productivity, and costs. Integrated approach to the planning, analysis, evaluation, organization and optimization of physical systems of facilities. Case studies.",BLDG,6631,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
209,Simulations and Design of Construction Operations (4 credits)," Prerequisite: BLDG 6831. Principles of modelling and simulation. Classification and validation of simulation models. Analysis of input data and outputs. Object Oriented Simulation (OOS). Simulation languages. Application of discrete event simulation in construction operations including earthmoving operations, building construction operations, and tunneling operations. A project is required. Note: Students who have taken the undergraduate equivalent BCEE 466 may not take this course for credit.",BLDG,6861,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
210,Integrated Building Design (4 credits)," Prerequisites: BLDG 6601 and BLDG 6711. Compatibility among building subsystems (structural, envelope, mechanical, lighting, materials) and between the building and the environment. Integration issues in the design, production and operation of the built facility. Case studies of failures caused by lack of compatibility. Consideration for tolerances and sustainable development. A project is required.",BLDG,7511,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
211,Building Enclosure (4 credits)," (Cannot be taken for credit by students who have completed the undergraduate equivalent). Prerequisite: BLDG 6611. Schematic and detail design of walls, windows and roofs. Complex building types will be examined to show the relationships between massing, materials, energy conservation and building use. Solar shading, daylighting, rainscreen and air barrier principles will be emphasized. A project is required.",BLDG,6601,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
212,Building Science (4 credits)," (Cannot be taken for credit by students who have completed the Bachelor of/Baccalaureate in Engineering (Building) Program). Environmental exterior and interior influences on inner environmental control. Topics include: thermal energy exchanges, psychrometrics, vapour and fluid flow, air leakage, ventilation and design comfort conditions, selection of materials and building systems. A case study or a project is required.",BLDG,6611,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
213,Modern Building Materials (*) (4 credits)," (Cannot be taken for credit by students who have completed the undergraduate equivalent). Prerequisite: BLDG 6611 previously or concurrently. Structural, thermal and acoustical properties of new building materials such as: plastics, synthetic fibres, adhesives, sealants, caulking compounds, forams, sandwich panels, composites, polymer-concrete systems, fibre-reinforced concretes, plastic mortars, polymers for flooring, roofing, synthetic wall papers. Consideration of corrosion, bio- and thermal degradation, stability under ultraviolet and solar radiation. A project is required.",BLDG,6621,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
214,Industrialized Building (4 credits)," Trends toward off-site fabrication of buildings. Needs and technical requirements of international markets. Principal types of industrialized systems, materials and components. Optimization of industrialized production. Planning, design, construction and maintenance. Codes and standards. A case study and project.",BLDG,6641,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
215,Fire and Smoke Control in Buildings (*) (4 credits)," (Cannot be taken for credit by students who have completed the undergraduate equivalent). Prerequisite: BLDG 6611. Topics treated include: fire and smoke control; failure mechanisms of building enclosure, illustrated by case studies; performance codes for enclosure systems; enclosure design for extreme operation environments. A project is required.",BLDG,6651,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
216,Hydrothermal Performance of the Building Envelope (4 credits)," Prerequisite: BLDG 6611 previously or concurrently. Modelling of dynamic building envelope thermal performance. Thermal bridges. Modelling of transient moisture transfer, condensation and accumulation. Advanced glazings and evaluation of window performance. Active building envelope components for heat and moisture control. Experimental techniques for performance evaluation of the building envelope; infrared thermography, guarded hot box and calibrated hot box tests. A project is required.",BLDG,6661,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
217,Diagnostics and Rehabilitation of Building Envelope (4 credits)," Failures in building envelopes. Modes of deterioration including freeze-thaw, chemical, movements. Diagnostics and investigation techniques including field survey instruments. Assessment of intervention magnitude and performance of proposed solutions. Codes, standards and regulations. Case studies.",BLDG,6671,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
218,Durability of Building Materials (4 credits)," Prerequisite: BLDG 6611 or equivalent. Concepts underlying long-term performance of building materials such as: ceramics, stucco and synthetic stucco, lightweight concrete, wood and wood-based products, thermal insulation, selected composite materials, sealants, membranes used for waterproofing and air barriers. Methods of fabrication, properties and evaluation for durability. Failure mechanisms under combined actions of mechanical and environmental loads (temperature, moisture, freeze-thaw, solar radiation, salt solutions, air pollution, and microorganisms). A case study and project.",BLDG,7601,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
219,Building Environment (4 credits)," Design criteria of indoor environment. Assessment of thermal comfort and sensation. Mathematical models of thermal comfort: predictive models and adaptive models. Prediction of thermal sensation using: computer simulation, and measurements with thermal comfort meter. Verification of compliance with standards. Visual comfort. Standards for quality of visual environment. Calculation of photometric parameters. Preliminary design of the indoor lighting system. Evaluation of illuminance level using commercially available software packages. Acoustical comfort. Standards for quality of acoustical environment. Sound control measures through the design of buildings and HVAC systems. Two projects.",BLDG,6701,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
220,Mechanical Systems in Building (4 credits)," Co-requisite: BLDG 6701. HVAC Systems. Analysis, selection and operation; design of air and water distribution systems in buildings; waste water disposal and sprinkler systems. A project is required.",BLDG,6711,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
221,Building Acoustics (*) (4 credits)," (Cannot be taken for credit by students who have completed the undergraduate equivalent). An understanding of sound and an examination of the major factors which contribute to a controlled acoustic environment in buildings. Topics covered include: basic vibration, sources, measurement and description of environmental noise, psychological and physiological aspects of sound perception; sound transmission through building elements; reverberation, measurement and control; and room acoustics. Case studies and a project are required.",BLDG,6721,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
222,Building Illumination (*) (4 credits)," Quantitative and qualitative aspects of illumination systems. Photometric quantities, visual perception and colour theory, standards, daylight and artificial illumination systems, radiative transfer. Fixture and lamp characteristics, control devices for improved energy efficiency. Design of advanced fenestration systems for daylighting. Field measurements and artificial sky tests. Virtual reality and other computer simulation techniques for lighting. A project is required.",BLDG,6731,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
223,HVAC Control Systems (4 credits)," HVAC control loops: classification and structure, specifications, hardware, tuning and testing. Optimization of single- and multi-loop control systems. Energy management systems for monitoring, control and diagnostics of HVAC system operation. A project is required.",BLDG,6741,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
224,Indoor Air Quality and Ventilation (*) (4 credits)," History and development of indoor air science. Relevant national and provincial standards and regulations. Principles of occupational hygiene; identification, evaluation and control of physical, biological, and chemical agents in indoor environment. Ventilation requirements. Definition of ventilation efficiency and removal effectiveness; measurement techniques and modelling. Indoor air monitoring; field studies of gases, fumes, solvents, and dusts. Plan for building walkthrough evaluations; strategies for improving indoor air quality. Building design for acceptable indoor air quality, material selection and specification. A case study or project.",BLDG,6751,https://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
